image,x,y,width,height,label,label_id
10/170962.png,6.0,454.0,496.0,178.0,nature,69
10/170962.png,32.0,260.0,483.0,412.0,Extinction ,70
10/171932.png,189.0,420.0,274.0,291.0,halloween,71
10/171932.png,193.0,479.0,12.0,15.0,Halloween/Spooky,72
10/171932.png,413.0,7.0,495.0,188.0,halloween,71
7/41477.jpg,0.0,17.0,468.0,484.0,violence/abuse,73
7/41477.jpg,442.0,107.0,293.0,262.0,abuse/violence,74
7/41477.jpg,76.0,170.0,457.0,458.0,abuse/women/violence,75
7/41477.jpg,308.0,103.0,449.0,446.0,abuse/hurt/anyone,76
7/41477.jpg,15.0,63.0,469.0,485.0,abuse/violence,74
10/170963.png,31.0,222.0,476.0,400.0,attention,77
10/170963.png,26.0,209.0,488.0,419.0,stop ,78
0/128750.jpg,169.0,202.0,425.0,484.0,old fashioned,79
0/128750.jpg,37.0,34.0,467.0,331.0,Hard Work,80
0/128750.jpg,80.0,297.0,373.0,452.0,clean,55
0/128750.jpg,52.0,50.0,482.0,411.0,Cleanliness/Natural,81
0/128750.jpg,13.0,29.0,480.0,326.0,cleanliness,82
3/12483.jpg,62.0,95.0,440.0,327.0,texting,83
3/12483.jpg,487.0,406.0,0.0,7.0,family/communication/connected,84
3/12483.jpg,24.0,14.0,461.0,381.0,communication/family,85
3/12483.jpg,13.0,406.0,460.0,5.0,communication/text messages,86
3/12483.jpg,70.0,39.0,446.0,230.0,technology,87
0/127700.jpg,131.0,103.0,266.0,297.0,danger/accident,88
0/127700.jpg,138.0,86.0,346.0,273.0,DANGEROUS/ACCIDENT,89
0/127700.jpg,120.0,44.0,364.0,291.0,Injury/Impairment,90
0/127700.jpg,156.0,93.0,260.0,260.0,Harm,91
0/127700.jpg,133.0,179.0,288.0,76.0,drunk driving/ accident,92
5/51425.jpg,24.0,0.0,475.0,481.0,Beauty,93
5/51425.jpg,61.0,19.0,438.0,374.0,shade,94
5/51425.jpg,479.0,12.0,14.0,442.0,diverse,95
5/51425.jpg,274.0,269.0,431.0,475.0,color,96
5/51425.jpg,23.0,25.0,461.0,471.0,beauty,58
3/9943.jpg,410.0,410.0,125.0,181.0,Details ,97
3/9943.jpg,132.0,103.0,409.0,346.0,Layered/Quenching,98
3/9943.jpg,118.0,83.0,389.0,348.0,Perfection,99
3/9943.jpg,380.0,71.0,110.0,459.0,detail,100
3/9943.jpg,34.0,63.0,237.0,163.0,break open,101
4/1584.jpg,462.0,294.0,355.0,240.0,Babies,102
4/1584.jpg,339.0,189.0,468.0,333.0,leader,103
4/1584.jpg,316.0,187.0,470.0,323.0,sperm,104
4/1584.jpg,5.0,10.0,484.0,499.0,sex/contraception,105
4/1584.jpg,105.0,56.0,453.0,387.0,Birth/Family,106
10/170470.png,1.0,210.0,91.0,327.0,real milk,107
10/170470.png,12.0,213.0,187.0,409.0,nature fun,108
10/170470.png,5.0,199.0,223.0,405.0,popular,109
10/170470.png,224.32998657226562,406.779296875,2.109996795654297,205.669921875,fun,110
10/170470.png,12.0,413.0,230.0,280.0,mixing,111
10/170241.png,397.0,63.0,337.0,116.0,hard working heroic,112
10/170241.png,8.0,224.0,434.0,343.0,Strong ,113
10/170241.png,160.0,118.0,244.0,278.0,Desirability/Masculinity,114
10/170241.png,173.0,57.0,227.0,92.0,Protection,115
10/171452.png,133.0,127.0,377.0,355.0,colorful candy,116
10/171452.png,81.0,154.0,417.0,459.0,rainbow of flavors,117
10/171452.png,138.0,149.4296875,367.0,345.4296875,candy/rainbow,118
10/171452.png,99.0,143.0,438.0,362.0,Sweet,119
10/171043.png,141.0,280.0,484.0,188.0,irresistible sexuality,120
10/171043.png,37.0,0.0,490.0,358.0,desire,121
10/171043.png,4.0,0.0,498.0,367.0,Passion Sex,122
10/171043.png,442.0,183.0,143.0,390.0,sex,30
10/170880.png,94.0,224.0,298.0,413.0,ELECTRONICS,123
10/173676.png,35.0,36.0,324.0,215.0,Travel,124
10/170033.png,19.0,3.0,226.0,363.0,models fashion,125
10/170033.png,50.0,28.0,474.0,404.0,stand out,126
10/170033.png,420.0,244.0,481.0,322.0,purse,127
10/170033.png,27.0,483.0,459.0,6.0,fashion,128
9/142539.jpg,492.0,100.0,380.0,391.0,sleek/fashion,129
9/142539.jpg,28.0,100.0,412.0,392.0,the beetles/pop culture,130
9/142539.jpg,40.0,133.0,441.0,424.0,music,131
9/142539.jpg,495.0,53.0,55.0,412.0,trendy,132
9/142539.jpg,232.0,391.0,116.0,338.0,Abbey Road,133
10/171668.png,86.0,58.0,409.0,336.0,pizza is directed to those who are looking for weight loss,134
10/171668.png,411.0,27.0,494.0,107.0,diet,135
10/171668.png,149.0,50.0,399.0,145.0,low caloring,136
10/171668.png,426.0,247.0,54.0,30.0,HEALTHY EATING,137
0/114200.jpg,71.0,144.0,433.0,204.0,Charitable,138
0/114200.jpg,79.0,59.0,444.0,461.0,Seriousness,139
0/114200.jpg,486.0,377.0,369.0,0.0,Partnership,140
0/114200.jpg,22.0,51.0,458.0,446.0,progress,141
0/114200.jpg,254.0,477.0,500.0,173.0,Unifying,142
1/84271.jpg,493.0,24.0,5.0,434.0,beauty,58
1/84271.jpg,3.0,72.0,482.0,307.0,Beauty/Natural color,143
1/84271.jpg,0.0,2.0,484.0,488.0,Stunning,144
1/84271.jpg,270.0,168.0,500.0,341.0,Natural,145
1/84271.jpg,163.0,379.0,495.0,11.0,Ethereal/Delicate,146
10/170547.png,276.0,240.0,63.0,82.0,CAR FOR ALL VACATIONS,147
10/170547.png,4.0,339.0,323.0,9.0,adventures,148
10/175955.png,11.0,148.0,488.0,417.0,Home,149
10/175955.png,1.0,148.0,490.0,382.0,Cuteness/Craving,150
10/175955.png,7.0,129.0,500.0,416.0,light/fluffy,151
10/175955.png,80.0,354.0,211.0,146.0,food/relaxing,152
10/175955.png,35.0,176.0,452.0,376.0,Home/Stationary,153
10/175963.png,319.0,248.0,444.0,405.0,Risk/Daring,154
10/175963.png,9.0,25.0,425.0,399.0,Danger/Adventure,155
10/175963.png,1.0,18.0,468.0,452.0,danger/risk,156
10/175963.png,290.0,398.0,443.0,254.0,fashion/heights,157
10/175963.png,22.0,39.0,470.0,463.0,Effortless/Free/In control,158
10/171969.png,16.0,187.0,442.0,463.0,girl empowerment ,159
10/171969.png,248.0,202.0,426.0,458.0,Strong,160
10/171969.png,28.0,207.0,454.0,423.0,Strength,31
10/171969.png,438.0,209.0,21.0,459.0,strength,22
10/171969.png,181.0,270.0,320.0,398.0,strong,161
5/127945.jpg,19.0,107.0,417.0,256.0,mute/self consumed,162
5/127945.jpg,331.0,106.0,430.0,194.0,conforming,163
5/127945.jpg,493.0,377.0,332.0,105.0,Danger/Death,164
5/127945.jpg,394.0,106.0,23.0,173.0,Inattentiveness,165
5/127945.jpg,196.0,114.0,414.0,363.0,distraction/inattentiveness,166
10/172969.png,172.0,153.0,334.0,396.0,environment/ go green,167
10/172969.png,0.0,48.0,187.0,497.0,Light/Energy,168
10/172969.png,4.0,7.0,231.0,491.0,electricity/power,169
10/172969.png,0.0,1.0,203.0,498.0,environmental,170
9/34939.jpg,227.0,187.0,452.0,332.0,self esteem,171
9/34939.jpg,240.0,199.0,426.0,291.0,ambiguous,172
9/34939.jpg,404.0,285.0,236.0,194.0,self doubt,173
9/34939.jpg,244.0,200.0,414.0,290.0,duality/reflection,174
9/34939.jpg,225.0,181.0,455.0,297.0,harm,175
1/31701.jpg,316.0,208.0,369.0,164.0,committment,176
1/31701.jpg,172.0,306.0,360.0,135.0,steadfast,177
1/31701.jpg,295.0,292.0,195.0,232.0,support/stability,178
1/31701.jpg,173.0,161.0,332.0,315.0,Determination,179
1/31701.jpg,136.0,259.0,438.0,316.0,storm,180
6/52506.jpg,53.0,346.0,463.0,72.0,Pollution,181
6/52506.jpg,72.0,77.0,467.0,337.0,litter,182
6/52506.jpg,227.0,119.0,429.0,322.0,Environment,183
6/52506.jpg,449.0,73.0,119.0,301.0,lazy,184
6/52506.jpg,32.0,33.0,490.0,454.0,nature/littering,185
10/173353.png,114.0,202.0,459.0,358.0,Food consumption,186
10/173353.png,124.0,197.0,213.0,355.0,Natural Ingredients,187
10/173353.png,100.0,203.0,229.0,359.0,natural/real,188
10/173353.png,124.0,218.0,213.0,365.0,natural,45
0/87060.jpg,487.0,237.0,266.0,459.0,woman/relax/spa,189
0/87060.jpg,300.0,449.0,481.0,277.0,Uncomfortable ,190
0/87060.jpg,484.0,277.0,298.0,447.0,repose,191
0/87060.jpg,219.0,193.0,473.0,448.0,tranquility,192
0/87060.jpg,248.0,205.0,499.0,465.0,wealth,193
10/172746.png,186.0,451.0,331.0,31.0,Refeshing,194
10/172746.png,20.0,322.0,346.0,449.0,liquid / refreshing,195
10/172746.png,6.0,30.0,488.0,124.0,Fresh,196
6/71966.jpg,24.0,307.0,148.0,421.0,inappropriate/danger/health,197
6/71966.jpg,25.0,284.0,286.0,415.0,smoking/influence/youth,198
6/71966.jpg,35.0,186.0,426.0,470.0,innocence,199
6/71966.jpg,29.0,331.0,130.0,409.0,abusive/confused,200
6/71966.jpg,25.0,285.0,144.0,423.0,danger,201
7/38197.jpg,92.0,39.0,384.0,355.0,Nature,43
7/38197.jpg,91.0,27.0,401.0,360.0,tea bag,202
7/38197.jpg,87.0,88.0,416.0,367.0,Exotic,203
7/38197.jpg,162.59999084472656,119.599609375,316.1999816894531,275.599609375,Fresh/Natural,204
7/38197.jpg,82.0,21.0,427.0,362.0,tea/fresh/authentic ,205
10/173120.png,0.0,6.0,496.0,371.0,Everyone/Old and Young,206
10/173120.png,0.0,0.0,500.0,458.0,"all generations, Family",207
10/173120.png,2.0,4.0,498.0,500.0,Vacation/Family,208
10/173120.png,10.0,10.0,489.0,451.0,Friendship/Classiness/Beauty,209
4/154724.jpg,69.0,65.0,400.0,450.0,drinking,210
4/154724.jpg,404.0,74.0,78.0,309.0,drama,211
4/154724.jpg,215.0,96.0,307.0,228.0,shock,212
4/154724.jpg,198.0,85.0,297.0,226.0,Shock,213
4/154724.jpg,104.0,84.0,279.0,437.0,sexual,214
10/173188.png,0.0,0.0,474.0,497.0,Seductive/Lust,215
10/173188.png,376.0,99.0,491.0,245.0,Feminine,216
10/173188.png,6.0,5.0,480.0,400.0,dreamy/luxurious,217
10/173188.png,218.0,86.0,387.0,262.0,Beauty/Dreaminess,218
10/174815.png,33.0,162.0,464.0,400.0,super heroes,219
10/174815.png,56.0,198.0,449.0,414.0,Superpowers,220
10/174815.png,61.0,42.0,457.0,407.0,Superheroes,221
10/174815.png,60.0,189.0,442.0,402.0,Fantasy/Powerful,222
10/174815.png,62.0,372.0,446.0,184.0,super heros,223
10/172907.png,8.0,34.0,318.0,223.0,Freedom/Childhood,224
10/172907.png,3.0,2.0,500.0,237.0,Fun/Amazing,225
10/172907.png,7.0,5.0,494.0,224.0,Fun/Party,226
10/173645.png,0.0,190.0,352.0,500.0,Delicious/Dessert,227
10/173645.png,28.0,26.0,120.0,125.0,Casual/Friendly,228
0/97320.jpg,55.0,54.0,345.0,298.0,Balloons,229
0/97320.jpg,25.0,16.0,429.0,342.0,celebration,230
0/97320.jpg,28.0,15.0,378.0,334.0,lightweight,231
0/97320.jpg,48.0,53.0,382.0,315.0,Inflating/Ballons,232
0/97320.jpg,64.0,36.0,422.0,362.0,flowers/ nice,233
10/172142.png,20.0,13.0,450.0,436.0,Health,234
10/172142.png,78.0,23.0,429.0,447.0,Heart,235
10/172142.png,60.0,7.0,431.0,447.0,Health/Wellbeing,236
10/172142.png,45.0,3.0,453.0,443.0,health/doctor,237
10/172142.png,76.0,174.0,377.0,445.0,vodka bottle,238
10/175404.png,171.0,114.0,334.0,258.0,Earth/Destruction,239
10/175404.png,175.0,119.0,336.0,252.0,earth/envirnoment,240
10/175404.png,179.0,127.0,323.0,383.0,Environment/Loss,241
10/175404.png,187.0,397.0,327.0,106.0,environment/heat,242
10/175404.png,167.0,131.0,355.0,293.0,global warming,243
2/88472.jpg,98.0,96.0,379.0,287.0,Karate,244
2/88472.jpg,142.0,111.0,401.0,292.0,strength,22
2/88472.jpg,490.0,480.0,70.0,81.0,mysterious/ghostly/pain/tough ,245
2/88472.jpg,95.0,116.0,481.0,462.0,injury,246
2/88472.jpg,11.0,8.0,497.0,408.0,pain/fight,247
10/173376.png,83.0,312.0,428.0,490.0,Morning/ Light,248
10/173376.png,53.0,328.0,447.0,474.0,quality,249
10/173376.png,41.0,329.0,437.0,496.0,Skyline,250
10/173376.png,67.0,313.0,435.0,500.0,Holiday/Hanukkah,251
10/173376.png,22.0,282.0,447.0,494.0,arch,252
10/173762.png,36.0,0.0,498.0,361.0,Desire/Wanting,253
10/173762.png,53.0,2.0,492.0,495.0,"sex, sexy",254
10/173762.png,247.0,6.0,404.0,195.0,Youth/Beauty,255
9/46659.jpg,84.0,241.0,473.0,482.0,sexuality,29
9/46659.jpg,444.0,180.0,49.0,493.0,private/sexual,256
9/46659.jpg,164.0,294.0,437.0,476.0,Sex,257
9/46659.jpg,70.0,233.0,476.0,491.0,sexual/temptation,258
9/46659.jpg,120.0,120.0,318.0,283.0,sexy/clothing,259
3/6773.jpg,143.0,185.0,365.0,337.0,baseball,260
3/6773.jpg,177.0,21.0,318.0,489.0,sports,261
3/6773.jpg,310.4700012207031,479.259765625,175.739990234375,355.0498046875,baseball,260
3/6773.jpg,101.0,9.0,405.0,491.0,signals,262
3/6773.jpg,150.0,347.0,329.0,492.0,description,263
2/85672.jpg,459.0,420.0,113.0,131.0,Gross,264
2/85672.jpg,123.0,171.0,388.0,363.0,automobile,265
2/85672.jpg,18.0,168.0,397.0,421.0,Unappetizing ,266
2/85672.jpg,108.0,159.0,430.0,414.0,Sarcasm,267
2/85672.jpg,61.79999542236328,141.41015625,399.3999938964844,387.009765625,Messy/Delicious,268
7/36927.jpg,103.0,53.0,325.0,442.0,Thirst ,269
7/36927.jpg,175.0,65.0,292.0,426.0,Hydration,270
7/36927.jpg,143.0,111.0,283.0,424.0,Worry-free,271
7/36927.jpg,123.0,70.0,335.0,443.0,water/worries,272
7/36927.jpg,141.0,89.0,296.0,422.0,health,273
4/119834.jpg,167.0,112.0,354.0,442.0,FISHY,274
4/119834.jpg,42.0,70.0,437.0,453.0,puzzle/mystery ,275
4/119834.jpg,130.0,205.0,388.0,437.0,freshness/tasteful,276
4/119834.jpg,117.0,439.0,422.0,221.0,break,277
4/119834.jpg,412.0,175.0,143.0,427.0,meat,278
8/112948.jpg,9.0,68.0,495.0,486.0,impress,279
8/112948.jpg,11.529998779296875,46.9697265625,393.6300048828125,443.8193359375,Dreamer,280
8/112948.jpg,166.0,338.0,391.0,432.0,Curling,281
8/112948.jpg,22.0,209.0,418.0,433.0,curling,282
8/112948.jpg,162.0,331.0,343.0,452.0,playing sport,283
10/171186.png,111.0,3.0,253.0,144.0,freedom,284
10/171186.png,393.0,413.0,160.0,260.0,Delta airlines,285
10/171186.png,126.0,7.0,295.0,187.0,freedom,284
7/123407.jpg,12.0,39.0,469.0,449.0,arch,252
7/123407.jpg,133.0,24.0,307.0,118.0,Sinking,286
7/123407.jpg,57.0,5.0,310.0,175.0,unsinkable,287
7/123407.jpg,7.0,11.0,437.0,493.0,heavy/danger,288
7/123407.jpg,278.0,319.0,145.0,53.0,speed/power,289
1/24481.jpg,33.0,9.0,299.0,375.0,Energy,290
1/24481.jpg,25.0,6.0,397.0,461.0,Athleticism,291
1/24481.jpg,11.0,24.0,425.0,406.0,catch,292
1/24481.jpg,32.0,6.0,197.0,242.0,Winning,293
1/24481.jpg,42.0,24.0,425.0,437.0,fun,110
5/127305.jpg,154.0,314.0,26.0,130.0,be alert,294
5/127305.jpg,35.0,121.0,292.0,451.0,Cheese grater,295
5/127305.jpg,37.0,39.0,174.0,451.0,adventure/limitless,296
5/127305.jpg,19.0,475.0,296.0,7.0,rough/terrain/dangerous,297
5/127305.jpg,256.0,471.0,0.0,8.0,sharp,298
10/171930.png,123.0,12.0,417.0,490.0,Trendy,299
10/171930.png,107.0,24.0,397.0,338.0,Confidence,300
10/171930.png,153.0,16.5400390625,345.0,180.5400390625,retro glam,301
10/171930.png,257.0,23.0,389.0,142.0,innocence,199
8/106838.jpg,83.0,35.0,414.0,279.0,health,273
8/106838.jpg,74.0,52.0,447.0,300.0,fitness/health,302
8/106838.jpg,95.0,22.0,414.0,266.0,sneakers,303
8/106838.jpg,117.0,86.0,368.0,259.0,lungs,304
8/106838.jpg,200.0,29.919921875,343.0,256.919921875,death/suicide,305
0/24680.jpg,118.0,77.0,396.0,432.0,inclusive,306
0/24680.jpg,381.0,41.0,248.0,422.0,contrast/compliment,307
0/24680.jpg,129.0,335.0,377.0,405.0,international status,308
0/24680.jpg,40.0,132.0,362.0,17.0,safe,309
0/24680.jpg,40.0,19.0,454.0,453.0,Comparison/Journey/Change,310
4/138864.jpg,34.0,166.0,411.0,400.0,fast service,311
4/138864.jpg,448.0,120.0,4.0,439.0,turbo/fast/quick/race,312
4/138864.jpg,42.0,138.0,449.0,400.0,speed/speed of light,313
4/138864.jpg,37.0,145.0,454.0,395.0,speed,314
4/138864.jpg,222.0,320.0,453.0,153.0,Lightning fast,315
10/172086.png,262.0,301.0,479.0,451.0,mouth,316
10/172086.png,251.0,0.0,495.0,244.0,bliss,317
10/172086.png,271.0,297.0,470.0,436.0,Silence/Bondage,318
10/172086.png,263.0,300.0,466.0,443.0,mouth,316
10/171253.png,120.0,297.0,243.0,366.0,fresh natural,319
10/171253.png,9.0,250.0,226.0,466.0,FARM,320
10/171574.png,119.0,62.0,416.0,385.0,Entertainment,321
10/171574.png,83.0,25.0,431.0,410.0,keg,322
10/171574.png,110.0,56.0,364.0,355.0,party,323
10/171574.png,118.0,63.0,306.0,363.0,quality,249
10/171574.png,138.0,326.0,354.0,72.0,entertainment,7
1/104141.jpg,64.0,67.0,470.0,427.0,Play,324
1/104141.jpg,75.0,91.0,475.0,413.0,reigndeer,325
1/104141.jpg,463.0,59.0,30.0,428.0,memorable/classic/seasonal,326
1/104141.jpg,292.0,198.0,61.0,442.0,use your imagination ,327
1/104141.jpg,66.0,37.0,455.0,402.0,Nature/Animal,328
5/46015.jpg,47.0,158.0,394.0,379.0,fur clothing/animal cruelty,329
5/46015.jpg,68.0,109.0,363.0,349.0,animal cruelty/fur industry,330
5/46015.jpg,77.0,153.0,493.0,381.0,DEATH/SLAUGHTER,331
5/46015.jpg,453.0,391.0,56.0,155.0,Animal abuse,332
5/46015.jpg,64.0,154.0,375.0,309.0,domesticated,333
10/173627.png,156.0,141.0,344.0,337.0,Innovation,334
10/173627.png,142.0,123.0,352.0,343.0,Christian/Religion,335
10/173627.png,159.0,125.0,347.0,342.0,death,68
10/173627.png,156.0,114.0,341.0,343.0,"God, Religion",336
10/173627.png,132.0,69.0,371.0,385.0,death / danger,337
0/25280.jpg,3.0,0.0,458.0,465.0,Travel ,338
0/25280.jpg,407.0,202.0,104.0,115.0,Vacation,339
0/25280.jpg,170.0,84.0,34.0,206.0,delivery,340
0/25280.jpg,13.0,50.0,256.0,191.0,transportation/far reaching,341
0/25280.jpg,6.0,31.0,239.0,191.0,giving/trading,342
10/175322.png,46.0,31.0,211.0,356.0,yoyo/dipping,343
10/175322.png,28.0,9.0,243.0,422.0,Yoyo,344
10/175322.png,63.0,13.0,221.0,353.0,yoyo,345
10/175322.png,30.0,18.0,257.0,471.0,yo-yo/dunking/fun,346
10/175322.png,34.0,71.0,228.0,428.0,Playfulness/Dunking,347
10/174539.png,92.0,9.0,379.0,301.0,Death/Execution,348
10/174539.png,125.0,4.0,370.0,270.0,Death/Punishment,349
10/174539.png,69.0,69.0,427.0,321.0,Death/capital punishment,350
10/174539.png,49.0,2.0,465.0,445.0,suicide,351
10/174539.png,91.0,291.0,407.0,21.0,death/harm,352
1/58221.jpg,90.0,112.0,498.0,421.0,race,353
1/58221.jpg,52.0,25.0,408.0,387.0,Race Car,354
1/58221.jpg,88.0,139.0,457.0,429.0,room,355
1/58221.jpg,123.0,170.0,406.0,385.0,Creativity,356
1/58221.jpg,45.0,155.0,424.0,399.0,Roomy/spacious,357
10/173201.png,25.0,136.0,488.0,289.0,miniatures,358
10/173201.png,59.0,143.0,473.0,458.0,smaller,359
10/170836.png,30.0,341.0,479.0,139.0,RELAX/EASY,360
10/170836.png,74.0,166.0,422.0,342.0,Split cost,361
10/170836.png,31.0,160.0,482.0,333.0,rest,362
10/170836.png,356.0,464.0,486.0,496.0,Citibank,363
10/170836.png,458.0,342.0,52.0,164.0,Home,149
3/10433.jpg,260.0,214.0,79.0,376.0,beer belly,364
3/10433.jpg,331.0,382.0,103.0,205.0,Pregnancy/ Love,365
3/10433.jpg,108.0,210.0,312.0,385.0,Birth/Nurturing,366
3/10433.jpg,42.0,211.0,399.0,379.0,loved/ birth,367
3/10433.jpg,56.0,32.0,357.0,391.0,odd/unique,368
4/1454.jpg,399.0,96.0,98.0,400.0,Split,369
4/1454.jpg,75.0,112.0,447.0,412.0,slip/banana,370
4/1454.jpg,84.0,71.0,439.0,414.0,bannana ,371
4/1454.jpg,471.0,47.0,43.0,431.0,slippery,372
4/1454.jpg,95.0,62.0,431.0,434.0,Speed/Tire Traction/Safety,373
5/86535.jpg,90.0,37.0,394.0,247.0,Childhood,374
5/86535.jpg,96.0,27.0,412.0,252.0,hope/youth/naivity,375
5/86535.jpg,4.0,44.0,498.0,474.0,outside/hope,376
5/86535.jpg,108.0,32.0,396.0,242.0,children/future thinking,377
5/86535.jpg,68.0,22.0,427.0,276.0,innocence/youth,378
0/165240.jpg,104.0,28.0,495.0,392.0,Beauty,93
0/165240.jpg,74.0,100.0,419.0,444.0,Pink,379
0/165240.jpg,488.0,82.0,50.0,336.0,mix/match,380
0/165240.jpg,150.0,70.0,482.0,377.0,playful,381
0/165240.jpg,167.0,74.0,488.0,371.0,Different/Fun,382
10/172755.png,164.0,191.0,346.0,264.0,Delicious/Eaten,383
10/172755.png,164.0,141.0,364.0,306.0,eaten,384
10/172755.png,354.0,289.0,160.0,174.0,Delicious/Godd to the bone,385
10/172755.png,162.0,197.0,359.0,278.0,hunger,386
10/172755.png,164.0,182.0,368.0,285.0,delicious,387
4/163214.jpg,121.0,23.0,412.0,97.0,Cheap,388
4/163214.jpg,132.11000061035156,263.76953125,383.2200012207031,365.990234375,sale,389
4/163214.jpg,65.0,239.0,427.0,386.0,savings,390
4/163214.jpg,124.0,281.0,389.0,353.0,crazy,391
4/163214.jpg,58.0,88.0,216.0,181.0,Wholesome/Healthy,392
5/13525.jpg,133.0,73.0,361.0,451.0,Earthiness,393
5/13525.jpg,78.0,60.0,433.0,434.0,solid/rocks/hard,394
5/13525.jpg,120.0,49.0,373.0,456.0,liquor bottle,395
5/13525.jpg,119.0,56.0,405.0,456.0,Play on words,396
5/13525.jpg,155.0,63.0,360.0,447.0,Stone/Rock,397
2/99962.jpg,305.0,331.0,490.0,483.0,Control,398
2/99962.jpg,311.0,339.0,491.0,476.0,puppeteer/direct,399
2/99962.jpg,482.0,248.0,4.0,473.0,control,400
2/99962.jpg,469.0,341.0,275.0,462.0,puppet,401
2/99962.jpg,333.0,330.0,487.0,472.0,control,400
2/78232.jpg,148.0,387.0,369.0,470.0,WIne/Alchohol ,402
