image,label
8/147238.jpg,chocolate&destruction
10/175070.png,intelligence&no symbol detected
10/177905.png,travel&natural
10/177347.png,dangerous
10/174174.png,healthy&health&health&healthy
8/52778.jpg,smoking&pollution&health&pollution
0/7250.jpg,sex&sex&protection
10/173382.png,adventurous&adventure
0/140150.jpg,music&awake&different
4/130374.jpg,sad&sad
10/172653.png,relaxation
1/92021.jpg,humor&innovation
7/72947.jpg,options&new
10/171479.png,nature&nature
4/20304.jpg,art&art&delicious&food
10/171573.png,danger&violence&death&death&death
1/26561.jpg,work&food
10/171332.png,healthy
10/172318.png,sexy&attractive
3/116073.jpg,beauty
3/53233.jpg,fashion&beauty&exotic
2/127402.jpg,safety&safety&care&safety
8/7208.jpg,pain&pain&pain
6/61866.jpg,style&sexy
10/172296.png,holiday&christmas&winter
2/69712.jpg,variety&christmas
10/176750.png,unity&music
4/97534.jpg,sex
10/171964.png,attractive&coolness
0/81880.jpg,individuality
3/4763.jpg,success&style
10/171970.png,fun&future
5/159295.jpg,strong&style
10/170189.png,flying
0/125880.jpg,sexuality&sexy&beauty&attraction&attraction
2/158692.jpg,beauty&coolness&sex&sex&sexuality
0/52460.jpg,protection&protection&nature&environment&protection
1/125411.jpg,fashion&art&new
10/170789.png,beauty&beauty
6/45856.jpg,fashion&abuse&abuse
1/109301.jpg,adventure&style
0/81740.jpg,safe&love
4/52414.jpg,environment&environment&animal&nature
9/154739.jpg,heart&sexual&lust&sex&sex
10/174658.png,beauty&sex&sexuality&no symbol detected
10/176308.png,broken
6/115816.jpg,drink
2/116052.jpg,togetherness&love&love
10/170215.png,food&taste
7/133397.jpg,danger
1/110151.jpg,speed&exploration&speed
3/18913.jpg,hunger&delicious&delicious&hunger
4/66464.jpg,strong
6/109956.jpg,travel&old&stylish
2/116472.jpg,natural&sex
8/49368.jpg,protection&power
1/29881.jpg,sex
4/123914.jpg,strong
5/23825.jpg,sports&active
10/173396.png,friendship
10/171847.png,spicy
7/120017.jpg,fun&happiness&happiness
7/66897.jpg,education&future
9/41679.jpg,messy
0/72260.jpg,protection&action
7/125437.jpg,fun
10/174835.png,messy&wealth&beauty
10/170497.png,power
2/144772.jpg,strong&speed
9/87479.jpg,money&intelligence
8/102518.jpg,car&easy&small
10/173496.png,strength
10/170472.png,sex
7/158637.jpg,nature&natural&natural&nature
10/173536.png,love&love&love&heart&love
3/713.jpg,balance&athletic
8/348.jpg,innocence
9/27139.jpg,health&power&natural
10/176889.png,hunger&hunger&healthy
1/116421.jpg,animal cruelty&animal abuse&abuse
2/163862.jpg,class&old&old
4/35424.jpg,different&hot
7/42247.jpg,injury&danger&pain&danger
1/40281.jpg,time&vacation
7/134997.jpg,smoking&unhealthy&smoking&death
4/70034.jpg,death&injury&death
5/35655.jpg,bullying&sad
9/144899.jpg,control&sports&home
9/116269.jpg,violence
2/11682.jpg,party
1/96921.jpg,family
3/145373.jpg,pollution&pollution
4/123594.jpg,nature&energy
4/145504.jpg,sex&joy&fun
10/175153.png,beauty
8/149398.jpg,vacation&relax
10/176491.png,happiness&nature
10/172356.png,craving&chocolate
9/127229.jpg,danger&adventure
10/177781.png,chocolate&nature&nature&chocolate
10/172842.png,flying&flight&break
7/56887.jpg,tasty
10/171712.png,indulgence&excitement
3/120053.jpg,exotic&flavor
5/13405.jpg,individuality
10/173414.png,flight
2/133372.jpg,sport&adventure&nature&adventure
2/123982.jpg,strong
0/57700.jpg,environment
10/173131.png,vacation&relax&vacation
6/38966.jpg,fun
10/174932.png,nutrition&cleanliness
10/173920.png,birth&birth&new
10/171928.png,luxury
10/172440.png,holiday&celebration&christmas&christmas&holiday
10/170282.png,happiness
4/147204.jpg,royalty
10/174330.png,violence
10/176440.png,unhealthy&danger&health&danger
4/158614.jpg,sex&innocence&sex
8/121848.jpg,party&music
10/171251.png,pizza&food
4/78434.jpg,fresh&fresh&cool
0/128030.jpg,death&death&death&death
3/125653.jpg,fear&danger
9/38839.jpg,fun
5/95275.jpg,light&smooth&innovative
2/58432.jpg,fitness&sex appeal&sex
2/117512.jpg,history&sports
8/127308.jpg,injury&death&death
10/172591.png,fashion
2/68812.jpg,dangerous
4/7604.jpg,innocence
10/174737.png,violence&abuse&violence
3/159303.jpg,sexy&fashion&style&lust
5/152435.jpg,hot&time
1/101771.jpg,strength&food&strength&taste
5/136135.jpg,childhood
1/92741.jpg,energy
10/171268.png,fancy
1/133381.jpg,fast
10/174217.png,monster&monster
1/66431.jpg,protection
1/150941.jpg,freshness
2/1452.jpg,elegance&luxury
10/174797.png,love&violence
10/173193.png,class
10/172663.png,holiday&christmas&holiday
10/175405.png,sex&protection
4/69554.jpg,protection&protection
0/149600.jpg,adventure
10/171658.png,health&health&health&heart
4/38754.jpg,sexy&sexual
9/116529.jpg,abuse&abuse
3/52513.jpg,environment&destruction&adventurous
2/135112.jpg,danger&pollution&harmful&pollution
3/37443.jpg,adventure&imagination&adventure&imagination
10/171289.png,excitement&hunger
10/171587.png,danger&environment
4/41354.jpg,unique&sadness&physical abuse
1/158961.jpg,speed&change
7/11567.jpg,sex&growth&nature&growth&exotic
5/20835.jpg,art&sports
8/18458.jpg,sports&entertainment&unity
1/127241.jpg,death
10/170598.png,heat
3/67993.jpg,joy&sadness&happiness&happy
10/171225.png,sexy&elegance
10/177598.png,candy&break&excitement
0/98720.jpg,refreshing&freshness&freedom&adventure
10/170775.png,candy
5/115825.jpg,christmas&christmas
10/170670.png,smooth&beauty
10/173148.png,physical abuse&domestic violence&abuse&abuse&violence
5/139315.jpg,scary
10/172436.png,family&life
2/135022.jpg,death&harmful
7/124297.jpg,athletic&speed&athleticism&athletic
10/173992.png,flavorful
8/14358.jpg,party&entertainment
10/171902.png,dangerous&danger
4/145064.jpg,chocolate&shoes
0/68330.jpg,humor&humor&humor
2/99532.jpg,adventurous&water
4/136784.jpg,home
4/100114.jpg,danger
10/175621.png,happiness&beauty&youth
10/174214.png,innocence&sadness&sadness&sadness&sad
10/170974.png,christmas&christmas
10/171017.png,danger&danger&danger&war
10/172686.png,beauty&beauty&glamour
8/66348.jpg,health&health
6/136986.jpg,nature&nature&attraction
2/52722.jpg,cold&heart&heart&heart
1/166611.jpg,cold&cool&cold
10/175014.png,innovation
10/172548.png,big
4/17904.jpg,bullying&broken&bullying
7/127347.jpg,dangerous&death&new
10/175772.png,winter&family&family&fun&winter
0/57870.jpg,travel&travel
0/54490.jpg,nature&outdoors
10/176098.png,cool&entertainment
10/172085.png,lust
5/14625.jpg,strong&monster&strong&adventure
3/20313.jpg,power
0/106800.jpg,confidence&happy&confidence
1/70371.jpg,power
0/26020.jpg,class&innovative
5/53795.jpg,refreshing&different
8/14048.jpg,game&wealth
10/174850.png,death&global warming&danger
1/142361.jpg,beauty&nature&wild&nature
10/174395.png,danger&safety
1/62911.jpg,vacation
4/43494.jpg,happiness&happiness
9/30069.jpg,birth&birth
2/11982.jpg,natural&fun&fresh
10/173061.png,natural&natural
10/172271.png,flavor&power&energy
3/157013.jpg,seduction&sex&sexy
10/173161.png,beauty
7/95507.jpg,refreshing&natural&refreshing
0/61230.jpg,intelligence&sexual&old
2/123832.jpg,fitness
1/93061.jpg,danger&health&pain&pain
6/29766.jpg,heart&love&love&heart
10/175100.png,sharing&sharing&food
7/114897.jpg,adventure&adventure
5/130645.jpg,beauty&beauty
10/173608.png,quality
10/170268.png,fresh
10/170274.png,nature
4/71834.jpg,fear&abuse&death
10/170842.png,beauty
0/111780.jpg,quality&taste
10/174814.png,nutrition&healthy
0/158590.jpg,sex&fun
6/65026.jpg,sexuality&sex
10/170891.png,candy
10/170835.png,travel&vacation&travel
10/172170.png,love&love
10/171182.png,fresh
10/173937.png,healthy&choices
2/103102.jpg,water
10/173949.png,clean&clean&clean
10/172475.png,time&speed
10/174379.png,smoking&smoking&smoking
5/97205.jpg,imagination&imagination&imagination
10/172814.png,dangerous&danger&art
10/176761.png,environment&animal abuse&clothing
10/172222.png,harmful&animal cruelty&pollution
10/172726.png,different&stylish&contrast
4/41414.jpg,violence&war&violence
4/41484.jpg,violence&sex
3/57773.jpg,strong&speed&stylish
1/77991.jpg,style&fashion&fashion
10/171980.png,sex&sexual&sex
5/129435.jpg,entertainment&clean&celebration&fun
4/76364.jpg,luxury&class
10/171135.png,fashion&energy
6/141186.jpg,flying&death
10/171221.png,strength
3/90093.jpg,power&fitness&health
10/171285.png,pizza
5/115445.jpg,sexy&refreshing
0/81850.jpg,stylish&style&stylish&elegance
0/123460.jpg,strength&strength&energy
0/109380.jpg,danger
5/159125.jpg,power&strength&support&messy
2/116452.jpg,animal cruelty&abuse
2/44582.jpg,protection
4/137184.jpg,innovative&light
1/55241.jpg,death
2/143542.jpg,pain&gift&pain
10/176583.png,money&water
10/171788.png,hot&spicy&heat&hot&hot
2/20102.jpg,history&strong
9/127299.jpg,happy
10/171851.png,halloween&fun&halloween
5/76555.jpg,adventurous&environment
10/170136.png,happiness&happiness
5/100355.jpg,pollution
10/171453.png,comfort
4/24124.jpg,natural
10/170485.png,refreshing&nature&refreshing
10/173842.png,celebration&hunger
10/172486.png,fun
1/98821.jpg,energy&energy&energy&energy
10/170840.png,adventure
0/135830.jpg,adventurous&adventure
1/140311.jpg,love&love
4/93064.jpg,technology&space&exploration
0/66560.jpg,natural&natural&nature&natural&natural
4/140124.jpg,home&holiday&christmas&christmas
7/123767.jpg,simplicity&refreshing&energy&energy&energy
10/171424.png,luxury
10/170856.png,adventure&exercise
5/78585.jpg,fear&danger&danger&danger
10/172284.png,natural&art&natural
1/159361.jpg,space
10/173604.png,youth&youth
3/72853.jpg,entertainment
8/93168.jpg,health&sexy&attractive&fitness
1/153101.jpg,entertainment
10/170972.png,freshness&freshness
7/100127.jpg,scary
9/99779.jpg,speed&adventure&dirty&abuse
5/11225.jpg,happiness&active&togetherness
10/173036.png,health
1/76831.jpg,natural
10/175034.png,danger&death
1/39491.jpg,cold&global warming
10/173065.png,holiday
4/62554.jpg,comfort&peace&love&history
10/172360.png,adventure&vacation
10/172201.png,old&technology&communication
10/176085.png,death&death&safety&death
3/46013.jpg,danger
3/116273.jpg,sex
1/163741.jpg,class&elegance
3/97513.jpg,delicious&delicious
6/144826.jpg,danger&nature&danger&safety&danger
10/173605.png,fear
10/173769.png,healthy&health
1/41281.jpg,abuse
9/66469.jpg,health&broken
10/173917.png,happiness&delicious&happiness
10/172052.png,flavorful&refreshing
4/103244.jpg,friendship&wild&comfort&wild
0/52480.jpg,environment&health
3/65983.jpg,sexy&strength
0/48280.jpg,refreshing&refreshing&energy
10/170122.png,beauty&beauty
10/170512.png,game&competition
10/172930.png,different&fun
0/57130.jpg,hot&coffee
1/57351.jpg,nature
10/176276.png,fun&nature&excitement
2/115482.jpg,food
3/80603.jpg,support&support
4/13284.jpg,unity&sports
10/172977.png,sex&sexy&romance
4/94114.jpg,health
8/114908.jpg,new&safe&safety&safe
1/141861.jpg,game
1/7441.jpg,athleticism
9/134999.jpg,time&death
0/155500.jpg,art&excitement&vacation
7/125657.jpg,comfort&adventure
6/20936.jpg,sex appeal&love&sex appeal&sex
7/106557.jpg,play&family&environment&automobile
7/158657.jpg,glamour&sexy&sex
1/34991.jpg,travel
3/116583.jpg,hot&sex&hot&heat&hot
10/170866.png,beauty&beauty
0/102660.jpg,size&innocence&change
6/127736.jpg,safety
9/45989.jpg,sex&freedom
3/103933.jpg,sexy&desire&strength
7/41897.jpg,happy&happy
9/82329.jpg,beauty&space&adventure
0/127720.jpg,danger&dangerous
2/112702.jpg,violence&accident&abuse&injury
10/170594.png,ice cream&food
9/96299.jpg,desire&love&messy&thirst
0/87530.jpg,adventure&adventure
10/172748.png,color&stylish&class&no symbol detected
1/73481.jpg,technology&technology&fast&technology
10/174093.png,spicy&heat&natural&spicy
10/174994.png,toughness
9/66089.jpg,sex
10/176277.png,heart&danger&broken
0/45430.jpg,fashion
10/173987.png,health&sexy&no symbol detected&sexy&youth
10/172544.png,sex&cool
10/172358.png,animal abuse&death&death
9/29749.jpg,fitness&strength
3/55673.jpg,adventure&innovation
1/160221.jpg,travel
9/1219.jpg,history
6/78036.jpg,death&death&death&fear
8/71728.jpg,protection&contrast&danger&violence
10/170603.png,awake&awake
1/73381.jpg,intelligence&technology
2/53022.jpg,happy&diversity
4/57934.jpg,automobile&size
10/171207.png,thirst
6/73236.jpg,cold&death&environment
2/146102.jpg,nature
8/54008.jpg,broken
1/135881.jpg,injury
3/127293.jpg,danger&danger&danger&death&suicide
10/170799.png,halloween
9/126119.jpg,flying&flight
1/32311.jpg,happiness&desire&fun
4/53784.jpg,sports&fun&sports
3/4063.jpg,smoking&youth&music
4/50284.jpg,time&time&time&time&time
2/52412.jpg,environment&global warming
2/31782.jpg,color
7/18097.jpg,happy&music
0/121270.jpg,comfort
10/175750.png,no symbol detected&beauty
10/170935.png,smoking&smoking
8/163558.jpg,flavor
9/29659.jpg,excitement&culture
9/155679.jpg,color&future&technology
2/140862.jpg,attraction&desire&humor
0/33750.jpg,growth&environment&nature&nature
10/175833.png,no symbol detected
10/170324.png,food
10/172279.png,alcohol
4/69444.jpg,elegance
6/96876.jpg,death&death&death&death
1/32221.jpg,travel&cool&simple
5/21385.jpg,global warming&danger
10/175094.png,death
5/52415.jpg,fear&danger&death&pollution
1/54151.jpg,strange
10/170235.png,happy
3/111703.jpg,smoking&danger
6/131256.jpg,nature&love
0/99650.jpg,safety&environment&safety&happiness
2/24382.jpg,war&war&war
1/159061.jpg,health&choices
10/176299.png,violence&violence&abuse&war&violence
4/38474.jpg,fast&technology
8/128818.jpg,alcohol
2/29662.jpg,beauty&youth
7/149947.jpg,happy
0/100520.jpg,sexy
2/83232.jpg,humor&pain
10/172379.png,love&love&love&love
10/173043.png,fashion&fashion
10/177516.png,abuse&domestic violence&domestic violence&violence&abuse
10/173577.png,environment
3/21783.jpg,monster&comfort
0/58210.jpg,rugged&precision&elegance
10/171305.png,sex&sexuality
5/143085.jpg,sexy&seduction&sexual
0/33550.jpg,smooth&athleticism&sports
7/93167.jpg,milk&health&delicious
10/176897.png,death&pollution&pollution&death
10/173911.png,energy&healthy&active
10/175679.png,abuse&violence&abuse&physical abuse
1/60881.jpg,hunger&happiness&food&happiness
0/155870.jpg,comfort&seduction&strength&sex appeal
10/177794.png,flavor&food
8/119158.jpg,safe&hot&small
10/172303.png,love&refreshing&freshness
2/133902.jpg,food
10/174213.png,dirty
10/174524.png,money
1/164941.jpg,family&party
10/173989.png,taste&intelligence&intelligence
2/101072.jpg,sports&tired&energy
10/171620.png,sex appeal&fitness
9/48679.jpg,sexual
7/98697.jpg,art&art&art&creativity
3/94853.jpg,beauty&desire
8/123158.jpg,competition
7/120437.jpg,competition
10/170119.png,beauty&youth&beauty&beauty
7/38217.jpg,color&color&color
4/96424.jpg,tired&coffee
4/20574.jpg,fear&entertainment&change&food
0/150090.jpg,space
6/90436.jpg,love&christmas
6/146156.jpg,nature&comfort&nature
1/87941.jpg,freedom&nature
3/97613.jpg,milk&strength&strength&strength
2/19312.jpg,fear&natural
0/124290.jpg,sex&sex&sexual
10/176717.png,break&indulgence
1/95601.jpg,halloween&fun&halloween&halloween
2/53632.jpg,healthy&health&health&family
10/173990.png,choices
7/135727.jpg,nature&cold&toughness
4/104454.jpg,broken&break&break
1/144751.jpg,sport&active
10/171297.png,different
1/58891.jpg,drink&relax&youth
10/172206.png,communication
0/62880.jpg,intelligence
1/52841.jpg,pollution
10/171004.png,sharp
5/141265.jpg,travel
3/47653.jpg,entertainment&music
10/171044.png,youth&shoes&travel
2/95222.jpg,health&excitement
5/13295.jpg,small
1/103031.jpg,environment&drink
7/44157.jpg,protection
10/173135.png,beauty&fashion
1/129301.jpg,flying&love
4/121374.jpg,toughness&danger
10/172763.png,fire&fire
0/82920.jpg,smooth&america&smooth
10/172721.png,beauty
3/116243.jpg,strength
10/173614.png,mystery
7/36647.jpg,power&refreshing&refreshing
3/107803.jpg,fun
1/93301.jpg,sport&candy&sports
5/12035.jpg,unique&wild
1/51551.jpg,beauty&beauty&sex appeal
1/6231.jpg,life&freedom&easy
10/171473.png,bullying
9/100229.jpg,new
0/70880.jpg,birth&innovative&life
10/171210.png,power&beauty&beauty
10/173781.png,beauty&youth
8/127278.jpg,accident&danger&injury&violence&injury
10/172144.png,small&small
10/173069.png,big&fresh
1/130601.jpg,candy&chocolate
6/116456.jpg,sex&food&craving&sex
10/177232.png,fashion
4/85904.jpg,powerful&adventure
9/96249.jpg,food
10/171096.png,fun
6/159036.jpg,danger&danger&injury
10/170553.png,quality&beer
5/7205.jpg,broken
10/172495.png,suicide&danger&death&death
10/170067.png,unique&fashion
5/16335.jpg,adventure&adventure&adventure&fun
10/171778.png,happiness&entertainment&music
10/171618.png,music&entertainment
10/171335.png,glamour&beauty
10/170584.png,freshness&environment&beauty
6/95466.jpg,christmas&health&growth&tasty
6/131276.jpg,quality
10/176666.png,death&death&smoking
3/49443.jpg,seduction&beauty
0/25700.jpg,food&fresh&natural
10/173668.png,danger
1/105591.jpg,sexy&beauty&fresh&clean&refreshing
4/107534.jpg,speed&speed&automobile
4/54794.jpg,health&natural&freshness
9/155239.jpg,vacation&relaxation
6/116426.jpg,animal abuse&abuse&abuse
10/170984.png,happiness&family&nostalgia
3/35813.jpg,health&fashion&comfort
0/11370.jpg,relax&entertainment&classic
3/7873.jpg,fitness&shoes&fast&fast
10/172290.png,friendship&relax&family&family
10/177665.png,abuse&domestic violence&abuse&domestic violence
7/21087.jpg,odd
1/125851.jpg,seduction&beauty&seduction
10/174337.png,sexuality&sex
10/173637.png,music&music
4/36514.jpg,milk&health&beauty&fashion
10/173590.png,easy
1/76561.jpg,nature
1/38631.jpg,danger
6/110156.jpg,family&family&family&family&happy
10/175613.png,heat&messy&celebration
6/6016.jpg,togetherness&support
7/125177.jpg,new&simplicity
6/93076.jpg,danger&danger&danger
3/149223.jpg,travel
10/170527.png,sport
5/19155.jpg,craving
10/172718.png,celebration
10/170551.png,indulgence&taste&natural
5/100185.jpg,sex&sexy&money&sex appeal
10/170065.png,pain&violence&abuse&violence
4/97734.jpg,growth&growth&growth&future&growth
0/155150.jpg,adventure&adventure&nature
4/85714.jpg,strength&strong&strong&strength
5/71965.jpg,domestic violence&domestic violence&abuse&suicide&abuse
10/170421.png,action
9/123759.jpg,power&thirst&power
5/97035.jpg,technology
10/173256.png,fun
10/172350.png,clean
10/170289.png,bullying
6/102436.jpg,cold&sexy&heat&cool
10/172982.png,different&beauty
10/172664.png,youth
8/158728.jpg,relax&comfort&relaxation&natural
1/42031.jpg,light&light&light
2/105942.jpg,exercise
10/176800.png,exploration&action
10/170299.png,nature&natural
10/172161.png,variety&variety
0/120800.jpg,health
6/163826.jpg,romance&romance
10/170869.png,beauty&beauty
2/166522.jpg,tasty&flavor&spicy&natural&party
10/176487.png,environment&pollution&nature&pollution&environment
10/172970.png,sharp
10/171643.png,health
0/106740.jpg,sports&fitness
10/177833.png,size
3/111813.jpg,beauty&clothing
2/119412.jpg,sad&fashion
0/137140.jpg,energy
10/172687.png,simplicity
2/38862.jpg,clothing&sex&hot
2/97672.jpg,fun
10/173619.png,no symbol detected
0/99950.jpg,old&environment&fresh
10/175015.png,natural&seduction&peace&adventure&natural
3/135323.jpg,death
3/116443.jpg,money&freedom
0/52870.jpg,music&music&fun
4/67394.jpg,happiness&clean&family
10/171938.png,unity&unity&unity
10/170051.png,smooth&fun
1/107531.jpg,sports&friendship
9/20469.jpg,tough&anger&power
4/144844.jpg,candy&unique&flight
10/170486.png,tough&strength
10/172516.png,danger&danger
8/32358.jpg,adventure
10/175147.png,christmas&christmas&family&friendship&happiness
0/120920.jpg,nostalgia&nostalgia&childhood
10/172708.png,animal cruelty
0/86440.jpg,lust&flavor
3/27673.jpg,clean&clean&clean
0/139120.jpg,unhealthy&obesity
5/103085.jpg,nature&unity
5/11115.jpg,history
10/172108.png,alcohol&drink
10/172226.png,variety&fresh
10/172166.png,nature&nature
4/98354.jpg,sex appeal&desire&sex&sexuality
7/76337.jpg,beauty&style&sexual
10/176485.png,danger
5/11935.jpg,strong&taste&strength&strength
3/130173.jpg,obesity&obesity
1/88951.jpg,food
10/175117.png,unique&color&style
10/171369.png,fresh&refreshing
0/58920.jpg,nature&money&environment
8/38.jpg,adventure&adventure
3/90343.jpg,tough&tough&tough
7/105387.jpg,beauty&humor
0/98710.jpg,excitement
10/174580.png,humor&fun
5/132435.jpg,coolness&different
9/73379.jpg,variety
7/52577.jpg,lust&sexuality
2/52612.jpg,protection&environment&protection&safety
10/172118.png,fun
10/176917.png,animal&health
1/16601.jpg,fashion&exploration
10/174868.png,candy&candy
